it_global,loss
1010,0.1775694489479065
1011,0.1771050989627838
1012,0.17663557827472687
1013,0.17616145312786102
1014,0.1756834089756012
1015,0.17520233988761902
1016,0.17471778392791748
1017,0.17422878742218018
1018,0.17373472452163696
1019,0.17323581874370575
1020,0.18520523607730865
1021,0.18471890687942505
1022,0.18424534797668457
1023,0.18378281593322754
1024,0.1833306849002838
1025,0.18288853764533997
1026,0.18245625495910645
1027,0.18203192949295044
1028,0.1816134750843048
1029,0.18119868636131287
1030,0.18078550696372986
1031,0.18037185072898865
1032,0.17995646595954895
1033,0.17953866720199585
1034,0.1791171133518219
1035,0.17869091033935547
1036,0.1782601773738861
1037,0.17782437801361084
1038,0.17738240957260132
1039,0.17693451046943665
1040,0.17648100852966309
1041,0.1760212779045105
1042,0.17555484175682068
1043,0.17508268356323242
1044,0.17460566759109497
1045,0.1741233617067337
1046,0.17363612353801727
1047,0.17314305901527405
1048,0.1726440191268921
1049,0.17213881015777588
1050,0.1851683259010315
1051,0.18461887538433075
1052,0.18408173322677612
1053,0.18355602025985718
1054,0.18304207921028137
1055,0.182538241147995
1056,0.18204578757286072
1057,0.18156501650810242
1058,0.18109524250030518
1059,0.1806352734565735
1060,0.18018457293510437
1061,0.17974093556404114
1062,0.17930305004119873
1063,0.17886890470981598
1064,0.1784367561340332
1065,0.17800496518611908
1066,0.17757155001163483
1067,0.1771344244480133
1068,0.17669282853603363
1069,0.17624551057815552
1070,0.1757919192314148
1071,0.1753312647342682
1072,0.1748635172843933
1073,0.17438824474811554
1074,0.17390571534633636
1075,0.17341503500938416
1076,0.17291679978370667
1077,0.17241171002388
1078,0.17190049588680267
1079,0.17138336598873138
1080,0.18519079685211182
1081,0.18469788134098053
1082,0.18421393632888794
1083,0.18373899161815643
1084,0.18327203392982483
1085,0.18281163275241852
1086,0.18235623836517334
1087,0.18190596997737885
1088,0.18145978450775146
1089,0.1810154914855957
1090,0.18057158589363098
1091,0.1801263391971588
1092,0.17967939376831055
1093,0.17923188209533691
1094,0.17878445982933044
1095,0.1783347725868225
1096,0.17788228392601013
1097,0.1774272918701172
1098,0.17696908116340637
1099,0.17650698125362396
1100,0.17604020237922668
1101,0.1755678653717041
1102,0.17508962750434875
1103,0.1746043860912323
1104,0.1741127222776413
1105,0.17361435294151306
1106,0.1731085479259491
1107,0.1725948601961136
1108,0.17207394540309906
1109,0.17154550552368164
1110,0.1855158805847168
1111,0.18503808975219727
1112,0.1845681220293045
1113,0.18410705029964447
1114,0.1836547553539276
1115,0.18321064114570618
1116,0.18277227878570557
1117,0.182336688041687
1118,0.1819031834602356
1119,0.18146966397762299
1120,0.18103459477424622
1121,0.1805974841117859
1122,0.1801571249961853
1123,0.17971333861351013
1124,0.1792663037776947
1125,0.1788153052330017
1126,0.17836087942123413
1127,0.17790210247039795
1128,0.17743849754333496
1129,0.17696988582611084
1130,0.17649689316749573
1131,0.17602010071277618
1132,0.17553889751434326
1133,0.1750527322292328
1134,0.1745617687702179
1135,0.17406624555587769
1136,0.17356690764427185
1137,0.17306306958198547
1138,0.17255544662475586
1139,0.17204341292381287
1140,0.1842058002948761
1141,0.18375200033187866
1142,0.18331150710582733
1143,0.18288522958755493
1144,0.18247094750404358
1145,0.18206672370433807
1146,0.18167057633399963
1147,0.18127986788749695
1148,0.180892676115036
1149,0.1805066466331482
1150,0.18011921644210815
1151,0.179727703332901
1152,0.1793309450149536
1153,0.17892828583717346
1154,0.17851902544498444
1155,0.17810377478599548
1156,0.17768314480781555
1157,0.17725764214992523
1158,0.17682738602161407
1159,0.17639213800430298
1160,0.1759515106678009
1161,0.1755058765411377
1162,0.17505525052547455
1163,0.17459876835346222
1164,0.17413562536239624
1165,0.17366547882556915
1166,0.17318850755691528
1167,0.17270487546920776
1168,0.17221388220787048
1169,0.17171573638916016
1170,0.1866445541381836
1171,0.18616212904453278
1172,0.1856899857521057
1173,0.1852293312549591
1174,0.18477986752986908
1175,0.18434098362922668
1176,0.18391165137290955
1177,0.18348975479602814
1178,0.18307377398014069
1179,0.1826629787683487
1180,0.18225552141666412
1181,0.18185113370418549
1182,0.18144932389259338
1183,0.18104833364486694
1184,0.18064850568771362
1185,0.18024888634681702
1186,0.17984792590141296
1187,0.17944443225860596
1188,0.17903685569763184
1189,0.17862474918365479
1190,0.17820723354816437
1191,0.17778435349464417
1192,0.17735564708709717
1193,0.17692124843597412
1194,0.1764812469482422
1195,0.17603546380996704
1196,0.17558413743972778
1197,0.17512711882591248
1198,0.17466524243354797
1199,0.1741989254951477
1200,0.18310996890068054
1201,0.18259131908416748
1202,0.18208429217338562
1203,0.18159064650535583
1204,0.1811087280511856
1205,0.18063612282276154
1206,0.18017204105854034
1207,0.17971599102020264
1208,0.17926707863807678
1209,0.1788237988948822
1210,0.17838329076766968
1211,0.1779451221227646
1212,0.17750762403011322
1213,0.17706874012947083
1214,0.1766285002231598
1215,0.17618589103221893
1216,0.17573973536491394
1217,0.1752886325120926
1218,0.17483273148536682
1219,0.17437216639518738
1220,0.17390583455562592
1221,0.173432856798172
1222,0.1729535460472107
1223,0.17246869206428528
1224,0.17197781801223755
1225,0.1714809685945511
1226,0.17097792029380798
1227,0.17046865820884705
1228,0.1699523627758026
1229,0.16942980885505676
1230,0.1866714507341385
1231,0.18617519736289978
1232,0.18568839132785797
1233,0.18521296977996826
1234,0.18474885821342468
1235,0.18429669737815857
1236,0.183854877948761
1237,0.18342220783233643
1238,0.18299713730812073
1239,0.18257862329483032
1240,0.18216350674629211
1241,0.18174995481967926
1242,0.1813364326953888
1243,0.18092146515846252
1244,0.18050342798233032
1245,0.18008099496364594
